
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
63 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1269
63 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 1806
63 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 2168
63 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 2205
63 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 2156
63 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 2053
63 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1001
63 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1228
63 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1306
63 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1241
63 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1252
63 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1548
63 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1882
63 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1900
63 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1789
63 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1737
63 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 493
63 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 595
63 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 659
63 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 620
63 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 649
63 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 655
63 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 834
63 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 838
63 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 769
63 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 787
63 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 508
63 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 633
63 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 647
63 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 621
63 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 603
63 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 893
63 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 1048
63 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 1062
63 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 1020
63 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 950
63 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1070
63 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1308
63 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1468
63 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1478
63 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1454
63 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1593
63 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 2078
63 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 2170
63 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 2100
63 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 2136
63 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 537
63 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 625
63 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 750
63 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 763
63 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 788
63 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 680
63 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 958
63 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 1027
63 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 964
63 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 1033
63 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 533
63 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 683
63 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 718
63 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 715
63 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 666
63 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 913
63 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 1120
63 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 1143
63 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 1136
63 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 1103
64 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 1776
64 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 2036
64 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 2498
64 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 2723
64 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 2669
64 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 2966
64 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 3078
64 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3905
64 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 4004
64 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3827
64 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 875
64 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 998
64 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 1199
64 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 1385
64 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 1356
64 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1277
64 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1305
64 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1773
64 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1823
64 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1691
64 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 901
64 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1038
64 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1299
64 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 1338
64 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1313
64 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 1689
64 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 1773
64 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 2132
64 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 2181
64 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 2136
64 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 821
64 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 977
64 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1203
64 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1268
64 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1208
64 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1404
64 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1502
64 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1849
64 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1858
64 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1745
64 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 409
64 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 474
64 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 575
64 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 641
64 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 605
64 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 574
64 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 635
64 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 824
64 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 806
64 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 745
64 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 412
64 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 503
64 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 628
64 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 627
64 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 603
64 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 830
64 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 867
64 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 1025
64 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 1052
64 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 1000
64 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 955
64 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1059
64 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1295
64 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1455
64 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1461
64 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1562
64 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1576
64 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 2056
64 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 2146
64 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 2082
64 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 466
64 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 524
64 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 624
64 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 744
64 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 751
64 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 703
64 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 670
64 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 949
64 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 1017
64 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 946
64 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 489
64 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 535
64 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 671
64 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 711
64 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 710
64 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 859
64 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 906
64 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 1107
64 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 1129
64 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 1136
65-69 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 10058
65-69 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 9574
65-69 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 9357
65-69 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 9579
65-69 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 10406
65-69 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 15227
65-69 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 14909
65-69 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 14751
65-69 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 15127
65-69 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 16196
65-69 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 4811
65-69 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 4612
65-69 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 4548
65-69 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 4666
65-69 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 5127
65-69 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 6217
65-69 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 6174
65-69 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 6191
65-69 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 6485
65-69 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 7064
65-69 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 5247
65-69 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 4962
65-69 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 4809
65-69 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 4913
65-69 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 5279
65-69 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 9010
65-69 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 8735
65-69 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 8560
65-69 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 8642
65-69 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 9132
65-69 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 4692
65-69 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 4428
65-69 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 4362
65-69 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 4478
65-69 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 4826
65-69 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 6972
65-69 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 6857
65-69 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 6851
65-69 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 7040
65-69 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 7463
65-69 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 2190
65-69 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 2093
65-69 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 2084
65-69 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 2159
65-69 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 2357
65-69 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 2766
65-69 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 2731
65-69 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 2783
65-69 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 2942
65-69 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 3146
65-69 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 2502
65-69 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 2335
65-69 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 2278
65-69 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 2319
65-69 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 2469
65-69 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 4206
65-69 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 4126
65-69 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 4068
65-69 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 4098
65-69 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 4317
65-69 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 5366
65-69 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 5146
65-69 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 4995
65-69 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 5101
65-69 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 5580
65-69 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 8255
65-69 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 8052
65-69 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 7900
65-69 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 8087
65-69 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 8733
65-69 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 2621
65-69 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 2519
65-69 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 2464
65-69 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 2507
65-69 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 2770
65-69 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 3451
65-69 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 3443
65-69 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 3408
65-69 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 3543
65-69 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 3918
65-69 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 2745
65-69 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 2627
65-69 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 2531
65-69 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 2594
65-69 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 2810
65-69 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 4804
65-69 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 4609
65-69 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 4492
65-69 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 4544
65-69 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 4815
65 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 1887
65 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 1741
65 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 2007
65 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 2456
65 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 2675
65 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 3085
65 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 2913
65 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3045
65 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 3837
65 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3930
65 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 962
65 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 848
65 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 982
65 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 1172
65 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 1360
65 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1284
65 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1243
65 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1287
65 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1741
65 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1787
65 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 925
65 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 893
65 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1025
65 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 1284
65 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1315
65 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 1801
65 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 1670
65 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1758
65 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 2096
65 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 2143
65 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 897
65 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 800
65 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 954
65 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1178
65 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1235
65 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1406
65 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1369
65 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1482
65 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1801
65 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1810
65 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 448
65 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 391
65 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 461
65 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 558
65 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 623
65 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 556
65 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 553
65 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 626
65 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 804
65 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 779
65 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 449
65 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 409
65 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 493
65 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 620
65 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 612
65 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 850
65 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 816
65 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 856
65 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 997
65 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 1031
65 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 990
65 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 941
65 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1053
65 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1278
65 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1440
65 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1679
65 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1544
65 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1563
65 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 2036
65 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 2120
65 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 514
65 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 457
65 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 521
65 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 614
65 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 737
65 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 728
65 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 690
65 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 661
65 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 937
65 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 1008
65 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 476
65 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 484
65 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 532
65 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 664
65 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 703
65 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 951
65 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 854
65 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 902
65 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 1099
65 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 1112
66 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 1830
66 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 1851
66 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 1709
66 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 1964
66 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 2413
66 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 2776
66 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 3029
66 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 2871
66 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 2981
66 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3754
66 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 898
66 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 939
66 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 823
66 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 954
66 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 1159
66 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1164
66 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1263
66 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1229
66 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1255
66 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1694
66 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 932
66 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 912
66 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 886
66 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 1010
66 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1254
66 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 1612
66 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 1766
66 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1642
66 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1726
66 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 2060
66 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 873
66 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 871
66 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 780
66 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 924
66 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1144
66 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1308
66 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1367
66 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1348
66 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1439
66 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1746
66 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 420
66 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 428
66 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 378
66 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 440
66 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 546
66 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 543
66 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 543
66 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 548
66 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 605
